Acid_Halide,Alcohol,Ester,Halide_energy,Alcohol_energy,Ester_energy,Energy_difference,HX_energy
C=C=C(C)C(=O)Cl,C#CC[C@@H](C)CO,C#CC[C@@H](C)COC(=O)C(C)=C=C,-593.31903432732,-596.824678978288,-1053.29602791874,-0.646430992709441,-137.494116379578
C=C=C(C)C(=O)Cl,OCC[C@H]1CCO1,C=C=C(C)C(=O)OCC[C@H]1CCO1,-593.318671905908,-650.515704578165,-1106.85228500292,-0.512024898429758,-137.494116379578
C=C=C(C)C(=O)Cl,C=NCCO,C=C=C(C)C(=O)OCCN=C,-593.319047213876,-460.767501963308,-917.164907713933,-0.572474916326456,-137.494116379578
C=C=C(C)C(=O)Cl,C/C=C(\F)CO,C=C=C(C)C(=O)OC/C(F)=C/C,-593.319065061153,-568.611909741467,-1025.01775865262,-0.580900229578418,-137.494116379578
C=C=C(C)C(=O)Cl,CC=CC(=O)CO,C=C=C(C)C(=O)OCC(=O)C=CC,-593.344984029804,-622.049203801676,-1078.54123811041,-0.641166658506165,-137.494116379578
C=C=C(C)C(=O)Cl,OCC=C1CC1,C=C=C(C)C(=O)OCC=C1CC1,-593.318907531071,-510.88500735965,-967.258910079697,-0.5491115685534,-137.494116379578
C=C=C(C)C(=O)Cl,OCc1nc[nH]n1,C=C=C(C)C(=O)OCc1nc[nH]n1,-593.344708127634,-592.953090187128,-1049.25955125169,-0.455869316501065,-137.494116379578
C=C=C(C)C(=O)Cl,C/C(C=O)=C/CO,C=C=C(C)C(=O)OC/C=C(/C)C=O,-593.344732911531,-622.058566806404,-1078.36272580035,-0.453542461990281,-137.494116379578
C=C=C(C)C(=O)Cl,C/C(Cl)=C\CO,C=C=C(C)C(=O)OC/C=C(\C)Cl,-593.34445958775,-563.792343244491,-1020.1589758825,-0.51628942983254,-137.494116379578
C=C=C(C)C(=O)Cl,CC1CCC1CO,C=C=C(C)C(=O)OCC1CCC1C,-593.318874314634,-626.2761282639,-1082.7294326286,-0.628546429644501,-137.494116379578
C=C=C(C)C(=O)Cl,OCN(F)F,C=C=C(C)C(=O)OCN(F)F,-593.345142352418,-544.298940977669,-1000.50485667243,-0.354889721923172,-137.494116379578
C=C=C(C)C(=O)Cl,OC[C@@H]1CC=CO1,C=C=C(C)C(=O)OC[C@@H]1CC=CO1,-593.318944918173,-622.875645720219,-1079.2263239952,-0.525849736387158,-137.494116379578
C=C=C(C)C(=O)Cl,CC1(C)O[C@H]1CO,C=C=C(C)C(=O)OC[C@@H]1OC1(C)C,-593.344828255239,-650.630639412242,-1107.10844236004,-0.627091072133084,-137.494116379578
C=C=C(C)C(=O)Cl,O=CC1(CO)CC1,C=C=C(C)C(=O)OCC1(C=O)CC1,-593.344894723707,-622.170990628581,-1078.5144037584,-0.492634785692843,-137.494116379578
C=C=C(C)C(=O)Cl,C=C(CO)B(O)O,C=C=C(C)C(=O)OCC(=C)B(O)O,-593.318996839019,-638.473136535733,-1094.98085214189,-0.682835146714268,-137.494116379578
C=C=C(C)C(=O)Cl,C=C(/C=C/C)CO,C=C=C(C)C(=O)OCC(=C)/C=C/C,-593.344754120994,-597.166938943169,-1053.67598371313,-0.65840702854473,-137.494116379578
C=C=C(C)C(=O)Cl,C=C=CCCCO,C=C=CCCCOC(=O)C(C)=C=C,-593.319049603963,-596.74584373953,-1053.12854951878,-0.557772554860946,-137.494116379578
C=C=C(C)C(=O)Cl,O=[N+]([O-])OCO,C=C=C(C)C(=O)OCO[N+](=O)[O-],-593.318959383671,-618.623994041597,-1074.80557980141,-0.356742755717704,-137.494116379578
C=C=C(C)C(=O)Cl,O=NCO,C=C=C(C)C(=O)OCN=O,-593.318946374826,-397.482229343001,-853.66481768825,-0.357758350000324,-137.494116379578
C=C=C(C)C(=O)Cl,CC1(C)CC1CO,C=C=C(C)C(=O)OCC1CC1(C)C,-593.318729694157,-625.99544794111,-1082.45092507784,-0.630863822153486,-137.494116379578
C=C=C(C)C(=O)Cl,CC1(C)O[C@@H]1CO,C=C=C(C)C(=O)OC[C@H]1OC1(C)C,-593.319048757144,-650.502029969362,-1107.06831127998,-0.741348933052535,-137.494116379578
C=C=C(C)C(=O)Cl,NOCCCO,C=C=C(C)C(=O)OCCCON,-593.318627694922,-598.320768268113,-1054.79441242661,-0.64913284315648,-137.494116379578
C=C=C(C)C(=O)Cl,C=CC(=C)CCO,C=C=C(C)C(=O)OCCC(=C)C=C,-593.34511061862,-596.942245412748,-1053.41342780869,-0.620188156898706,-137.494116379578
C=C=C(C)C(=O)Cl,CC[C@@H](O)c1ccccc1,C=C=C(C)C(=O)O[C@H](CC)c1ccccc1,-593.319037500795,-801.063320522698,-1257.54214456602,-0.653902922107221,-137.494116379578
C=C=C(C)C(=O)Cl,OC1N=Cc2ccccc21,C=C=C(C)C(=O)OC1N=Cc2ccccc21,-593.345119174374,-752.5536954219,-1208.88344245154,-0.478744234846147,-137.494116379578
C=C=C(C)C(=O)Cl,O=C1c2ccccc2C1O,C=C=C(C)C(=O)OC1C(=O)c2ccccc21,-593.344978261723,-768.83971634,-1225.22240436982,-0.531826147676924,-137.494116379578
C=C=C(C)C(=O)Cl,Cc1ccc(CO)cc1,C=C=C(C)C(=O)OCc1ccc(C)cc1,-593.318754160579,-715.042012783786,-1171.44492805475,-0.578277489961323,-137.494116379578
C=C=C(C)C(=O)Cl,OCc1ccccc1,C=C=C(C)C(=O)OCc1ccccc1,-593.345158514166,-628.741766472713,-1085.12532615042,-0.532517543120378,-137.494116379578
C=C=C(C)C(=O)Cl,OC1(c2ccccc2)CC1,C=C=C(C)C(=O)OC1(c2ccccc2)CC1,-593.319026664971,-772.614759668743,-1229.00184265926,-0.562172705128063,-137.494116379578
C=C=C(C)C(=O)Cl,OC1Cc2ccccc21,C=C=C(C)C(=O)OC1Cc2ccccc21,-593.345053168337,-686.487971799794,-1142.83008260733,-0.491174018772938,-137.494116379578
C=C=C(C)C(=O)Cl,OC1COc2ccccc21,C=C=C(C)C(=O)OC1COc2ccccc21,-593.318725232467,-798.194436809632,-1254.59554628214,-0.576500619620646,-137.494116379578
C=C=C(C)C(=O)Cl,Cc1ccccc1[C@H](C)O,C=C=C(C)C(=O)O[C@@H](C)c1ccccc1C,-593.319053326754,-801.140344306733,-1257.59505028923,-0.629769035325324,-137.494116379578
C=C=C(C)C(=O)Cl,O=Cc1ccccc1CO,C=C=C(C)C(=O)OCc1ccccc1C=O,-593.344993958155,-797.121612177674,-1253.56403998312,-0.591550226864428,-137.494116379578
O=C(Cl)c1ccoc1,C#CC1(CO)CC1,C#CC1(COC(=O)c2ccoc2)CC1,-677.648534787195,-568.27266499432,-1109.08017628472,-0.653092882786808,-137.494116379578
O=C(Cl)c1ccoc1,CC(C)SCO,CC(C)SCOC(=O)c1ccoc1,-677.648534224572,-570.538481990575,-1111.03212452476,-0.339224689189422,-137.494116379578
O=C(Cl)c1ccoc1,CC=C(C=O)CO,CC=C(C=O)COC(=O)c1ccoc1,-677.643778035925,-621.95947573372,-1162.75397166232,-0.644834272252609,-137.494116379578
O=C(Cl)c1ccoc1,C=CC(=CC#N)CO,C=CC(=CC#N)COC(=O)c1ccoc1,-677.643764663618,-633.957111421262,-1174.78265956003,-0.67589985473137,-137.494116379578
O=C(Cl)c1ccoc1,C=CC(CC)CO,C=CC(CC)COC(=O)c1ccoc1,-677.64851223719,-625.592428684075,-1166.39447013821,-0.647645596524711,-137.494116379578
O=C(Cl)c1ccoc1,OC[C@H]1CO1,O=C(OC[C@H]1CO1)c1ccoc1,-677.643773223208,-478.168373359217,-1018.79135598169,-0.473325778843929,-137.494116379578
O=C(Cl)c1ccoc1,CCOCCO,CCOCCOC(=O)c1ccoc1,-677.648534792556,-592.55586637094,-1133.30181957814,-0.591534794219086,-137.494116379578
O=C(Cl)c1ccoc1,C=CC=C=CCO,C=CC=C=CCOC(=O)c1ccoc1,-677.643775993165,-568.181435475164,-1108.86714773258,-0.536052643829805,-137.494116379578
O=C(Cl)c1ccoc1,OCn1cncn1,O=C(OCn1cncn1)c1ccoc1,-677.648531937781,-593.050643650704,-1133.77190155865,-0.566842349744064,-137.494116379578
O=C(Cl)c1ccoc1,CCCCCO,CCCCCOC(=O)c1ccoc1,-677.648537862464,-568.303487311871,-1109.11446579079,-0.656556996030957,-137.494116379578
O=C(Cl)c1ccoc1,CC=C[C@@H](C)CO,CC=C[C@@H](C)COC(=O)c1ccoc1,-677.643794179877,-625.769651827388,-1166.61271727591,-0.693387648224501,-137.494116379578
O=C(Cl)c1ccoc1,CCC#CCCO,CCC#CCCOC(=O)c1ccoc1,-677.643794022758,-597.121877329781,-1137.84141536988,-0.569860396919211,-137.494116379578
O=C(Cl)c1ccoc1,CS[C@@H](C)CO,CS[C@@H](C)COC(=O)c1ccoc1,-677.643768531636,-570.307160842834,-1111.15481112816,-0.697998133272421,-137.494116379578
O=C(Cl)c1ccoc1,CC=C1CC1CO,CC=C1CC1COC(=O)c1ccoc1,-677.64851131301,-597.104931220056,-1137.87478817629,-0.61546202280644,-137.494116379578
O=C(Cl)c1ccoc1,C=C1CC1CO,C=C1CC1COC(=O)c1ccoc1,-677.64853785079,-510.839571938675,-1051.56196389664,-0.567970486753637,-137.494116379578
O=C(Cl)c1ccoc1,N#CCC=CCO,N#CCC=CCOC(=O)c1ccoc1,-677.648491325475,-576.377291017355,-1117.10221471975,-0.570548756495754,-137.494116379578
O=C(Cl)c1ccoc1,OCCC[C@H]1CO1,O=C(OCCC[C@H]1CO1)c1ccoc1,-677.648532747129,-650.383079080309,-1191.11248637702,-0.574990929163249,-137.494116379578
O=C(Cl)c1ccoc1,C=C1C[C@H]1CO,C=C1C[C@H]1COC(=O)c1ccoc1,-677.64377075244,-510.734528675405,-1051.60140424499,-0.717221196727252,-137.494116379578
O=C(Cl)c1ccoc1,CN(Cl)CCO,CN(Cl)CCOC(=O)c1ccoc1,-677.648534613042,-598.792481549929,-1139.45667728345,-0.509777500060807,-137.494116379578
O=C(Cl)c1ccoc1,C=CC(F)CO,C=CC(F)COC(=O)c1ccoc1,-677.643794901849,-568.403132804891,-1109.0315523909,-0.47874106373888,-137.494116379578
O=C(Cl)c1ccoc1,NN1CC(CO)C1,NN1CC(COC(=O)c2ccoc2)C1,-677.648489059881,-639.64535148179,-1180.53106183655,-0.731337674459013,-137.494116379578
O=C(Cl)c1ccoc1,CCC=C(C)CO,CCC=C(C)COC(=O)c1ccoc1,-677.643768746797,-625.898376218156,-1166.64758669787,-0.599558112493554,-137.494116379578
O=C(Cl)c1ccoc1,CCC(C)CO,CCC(C)COC(=O)c1ccoc1,-677.64851825276,-568.345521247644,-1109.17128475016,-0.671361629335905,-137.494116379578
O=C(Cl)c1ccoc1,OCn1ccnn1,O=C(OCn1ccnn1)c1ccoc1,-677.643791418273,-592.329366848648,-1133.05040375699,-0.571361869643027,-137.494116379578
O=C(Cl)c1ccoc1,CC(F)CCCO,CC(F)CCCOC(=O)c1ccoc1,-677.643795157664,-683.377198564959,-1224.08473804063,-0.557860697589376,-137.494116379578
O=C(Cl)c1ccoc1,C#C[C@@H](CC)CO,C#C[C@@H](CC)COC(=O)c1ccoc1,-677.648535621823,-596.867086044709,-1137.55871564218,-0.537210355221845,-137.494116379578
O=C(Cl)c1ccoc1,C[C@H]1CC1=CCO,C[C@H]1CC1=CCOC(=O)c1ccoc1,-677.64853445576,-597.065164333827,-1137.79033688008,-0.570754470073751,-137.494116379578
O=C(Cl)c1ccoc1,C=CC(=O)CO,C=CC(=O)COC(=O)c1ccoc1,-677.643795613074,-535.980844922142,-1076.57250912702,-0.441984971377678,-137.494116379578
O=C(Cl)c1ccoc1,CC#CC(C)CO,CC#CC(C)COC(=O)c1ccoc1,-677.643770625173,-597.120769928537,-1137.88027671207,-0.609852537939162,-137.494116379578
O=C(Cl)c1ccoc1,OCC=CB(O)O,O=C(OCC=CB(O)O)c1ccoc1,-677.643748314302,-638.350465949718,-1179.18902847523,-0.688930590785589,-137.494116379578
O=C(Cl)c1ccoc1,C=C(CCO)OC,C=C(CCOC(=O)c1ccoc1)OC,-677.64852307481,-650.347363293882,-1190.90865591724,-0.406885928124439,-137.494116379578
O=C(Cl)c1ccoc1,C[C@H]1C[C@@H](CO)C1,C[C@H]1C[C@@H](COC(=O)c2ccoc2)C1,-677.64850623392,-626.340702248501,-1167.06596570652,-0.570873603673561,-137.494116379578
O=C(Cl)c1ccoc1,C=C(CO)CCC,C=C(CCC)COC(=O)c1ccoc1,-677.643763011478,-625.748443549135,-1166.5540441907,-0.655954009660945,-137.494116379578
O=C(Cl)c1ccoc1,CC=C=NCCO,CC=C=NCCOC(=O)c1ccoc1,-677.643785458977,-604.575104126795,-1145.34891388122,-0.62414067502624,-137.494116379578
O=C(Cl)c1ccoc1,C[C@H](C=O)CO,C[C@H](C=O)COC(=O)c1ccoc1,-677.643746031129,-564.364246866366,-1105.19225533885,-0.678378820935421,-137.494116379578
O=C(Cl)c1ccoc1,N#CC(Cl)CO,N#CC(Cl)COC(=O)c1ccoc1,-677.648532739428,-542.618415207046,-1083.38168916335,-0.608857596455295,-137.494116379578
O=C(Cl)c1ccoc1,OCc1cnoc1,O=C(OCc1cnoc1)c1ccoc1,-677.648533223084,-601.614288618489,-1142.37637409817,-0.607668636172861,-137.494116379578
O=C(Cl)c1ccoc1,C#CC[C@@H](C)CO,C#CC[C@@H](C)COC(=O)c1ccoc1,-677.648501585261,-596.849304691977,-1137.63489851284,-0.631208615177741,-137.494116379578
O=C(Cl)c1ccoc1,OCC[C@H]1CCO1,O=C(OCC[C@H]1CCO1)c1ccoc1,-677.643765222132,-650.515743116499,-1191.18728104366,-0.521889084608915,-137.494116379578
O=C(Cl)c1ccoc1,C=NCCO,C=NCCOC(=O)c1ccoc1,-677.648535591972,-460.778236768348,-1001.46701151117,-0.534355530426382,-137.494116379578
O=C(Cl)c1ccoc1,C/C=C(\F)CO,C/C=C(\F)COC(=O)c1ccoc1,-677.643796382013,-568.666090695029,-1109.29035966616,-0.474588968693382,-137.494116379578
O=C(Cl)c1ccoc1,CC=CC(=O)CO,CC=CC(=O)COC(=O)c1ccoc1,-677.643751946887,-622.307771276043,-1162.89443430056,-0.437027457208359,-137.494116379578
O=C(Cl)c1ccoc1,OCC=C1CC1,O=C(OCC=C1CC1)c1ccoc1,-677.648522082166,-510.876312800191,-1051.64469632092,-0.613977818137045,-137.494116379578
O=C(Cl)c1ccoc1,OCc1nc[nH]n1,O=C(OCc1nc[nH]n1)c1ccoc1,-677.643795405777,-592.952695941903,-1133.60344746524,-0.501072497138324,-137.494116379578
O=C(Cl)c1ccoc1,C/C(C=O)=C/CO,C/C(C=O)=C/COC(=O)c1ccoc1,-677.648498690295,-622.068859439706,-1162.6843055733,-0.461063822880504,-137.494116379578
O=C(Cl)c1ccoc1,C/C(Cl)=C\CO,C/C(Cl)=C\COC(=O)c1ccoc1,-677.643775694711,-563.783031984116,-1104.59801685179,-0.665325552536586,-137.494116379578
O=C(Cl)c1ccoc1,CC1CCC1CO,CC1CCC1COC(=O)c1ccoc1,-677.648513399825,-626.285906482875,-1167.01228196181,-0.5719784586922,-137.494116379578
O=C(Cl)c1ccoc1,OCN(F)F,O=C(OCN(F)F)c1ccoc1,-677.643764023959,-544.298935787802,-1084.8668277083,-0.418244276113882,-137.494116379578
O=C(Cl)c1ccoc1,OC[C@@H]1CC=CO1,O=C(OC[C@@H]1CC=CO1)c1ccoc1,-677.648533703637,-622.838882954507,-1163.54445806789,-0.551157789321309,-137.494116379578
O=C(Cl)c1ccoc1,CC1(C)O[C@H]1CO,CC1(C)O[C@H]1COC(=O)c1ccoc1,-677.648535413193,-650.675692073896,-1191.3581528115,-0.528041703993125,-137.494116379578
O=C(Cl)c1ccoc1,O=CC1(CO)CC1,O=CC1(COC(=O)c2ccoc2)CC1,-677.648531713314,-622.146464349481,-1162.8514758857,-0.55059620248241,-137.494116379578
O=C(Cl)c1ccoc1,C=C(CO)B(O)O,C=C(COC(=O)c1ccoc1)B(O)O,-677.648529849659,-638.615204632039,-1179.22066865793,-0.451050555813566,-137.494116379578
O=C(Cl)c1ccoc1,C=C(/C=C/C)CO,C=C(/C=C/C)COC(=O)c1ccoc1,-677.648537193091,-597.167141700527,-1138.02423563921,-0.702673125172822,-137.494116379578
O=C(Cl)c1ccoc1,C=C=CCCCO,C=C=CCCCOC(=O)c1ccoc1,-677.643765194539,-596.719714693355,-1137.47981413044,-0.610450622121533,-137.494116379578
O=C(Cl)c1ccoc1,O=[N+]([O-])OCO,O=C(OCO[N+](=O)[O-])c1ccoc1,-677.648530730193,-618.62393902823,-1159.18225149084,-0.403898111996995,-137.494116379578
O=C(Cl)c1ccoc1,O=NCO,O=NCOC(=O)c1ccoc1,-677.64376757219,-397.482224871053,-937.916309437435,-0.284433373770668,-137.494116379578
O=C(Cl)c1ccoc1,CC1(C)CC1CO,CC1(C)CC1COC(=O)c1ccoc1,-677.648502592845,-625.981696124398,-1166.85249991285,-0.716417575188274,-137.494116379578
O=C(Cl)c1ccoc1,CC1(C)O[C@@H]1CO,CC1(C)O[C@@H]1COC(=O)c1ccoc1,-677.648501275813,-650.631206157763,-1191.41460547143,-0.629014417434007,-137.494116379578
O=C(Cl)c1ccoc1,NOCCCO,NOCCCOC(=O)c1ccoc1,-677.648535562339,-598.357627057872,-1139.08737935964,-0.575333119009059,-137.494116379578
O=C(Cl)c1ccoc1,C=CC(=C)CCO,C=CC(=C)CCOC(=O)c1ccoc1,-677.648536971617,-597.073152849212,-1137.80637926847,-0.578805827218815,-137.494116379578
O=C(Cl)c1ccoc1,CC[C@@H](O)c1ccccc1,CC[C@@H](OC(=O)c1ccoc1)c1ccccc1,-677.648532509193,-801.035227216025,-1341.88616679954,-0.696523453898948,-137.494116379578
O=C(Cl)c1ccoc1,OC1N=Cc2ccccc21,O=C(OC1N=Cc2ccccc21)c1ccoc1,-677.648517770438,-752.56177413695,-1293.2297912542,-0.513615726394363,-137.494116379578
O=C(Cl)c1ccoc1,O=C1c2ccccc2C1O,O=C(OC1C(=O)c2ccccc21)c1ccoc1,-677.648532594609,-768.861026826988,-1309.56408710127,-0.548644059248744,-137.494116379578
O=C(Cl)c1ccoc1,Cc1ccc(CO)cc1,Cc1ccc(COC(=O)c2ccoc2)cc1,-677.643776808718,-715.041828076075,-1255.75445435451,-0.562965849298934,-137.494116379578
O=C(Cl)c1ccoc1,OCc1ccccc1,O=C(OCc1ccccc1)c1ccoc1,-677.648534354398,-628.678704358284,-1169.49850622002,-0.665383886918846,-137.494116379578
O=C(Cl)c1ccoc1,OC1(c2ccccc2)CC1,O=C(OC1(c2ccccc2)CC1)c1ccoc1,-677.648517203298,-772.557306069204,-1313.26434757881,-0.552640685884143,-137.494116379578
O=C(Cl)c1ccoc1,OC1Cc2ccccc21,O=C(OC1Cc2ccccc21)c1ccoc1,-677.643792386781,-686.408767266079,-1227.17304097395,-0.61459770066358,-137.494116379578
O=C(Cl)c1ccoc1,OC1COc2ccccc21,O=C(OC1COc2ccccc21)c1ccoc1,-677.643766146067,-798.194267916098,-1338.93869878476,-0.594781102173869,-137.494116379578
O=C(Cl)c1ccoc1,Cc1ccccc1[C@H](C)O,Cc1ccccc1[C@H](C)OC(=O)c1ccoc1,-677.643786520385,-801.169415264549,-1341.95736130149,-0.638275896133081,-137.494116379578
O=C(Cl)c1ccoc1,O=Cc1ccccc1CO,O=Cc1ccccc1COC(=O)c1ccoc1,-677.643789937919,-797.245639511988,-1337.86872935728,-0.473416286950169,-137.494116379578
CS(=O)CC(=O)Cl,C#CC1(CO)CC1,C#CC1(COC(=O)CS(C)=O)CC1,-676.831777121143,-568.340286079325,-1108.32308519702,-0.645138376126454,-137.494116379578
CS(=O)CC(=O)Cl,CC(C)SCO,CC(C)SCOC(=O)CS(C)=O,-676.773937062703,-570.531415748632,-1110.34949383122,-0.53825739945998,-137.494116379578
CS(=O)CC(=O)Cl,CC=C(C=O)CO,CC=C(C=O)COC(=O)CS(C)=O,-676.831798706149,-622.081111690561,-1162.09867060936,-0.679876592228595,-137.494116379578
CS(=O)CC(=O)Cl,C=CC(=CC#N)CO,C=CC(=CC#N)COC(=O)CS(C)=O,-676.8316264513,-634.005617555089,-1174.13671971773,-0.793592090917713,-137.494116379578
CS(=O)CC(=O)Cl,C=CC(CC)CO,C=CC(CC)COC(=O)CS(C)=O,-676.773784596173,-625.60368697673,-1165.64750741033,-0.764152217008899,-137.494116379578
CS(=O)CC(=O)Cl,OC[C@H]1CO1,CS(=O)CC(=O)OC[C@H]1CO1,-676.805470728429,-478.130300851537,-1018.08826654875,-0.64661134836561,-137.494116379578
CS(=O)CC(=O)Cl,CCOCCO,CCOCCOC(=O)CS(C)=O,-676.773726267097,-592.656496698314,-1132.67463210238,-0.73852551655159,-137.494116379578
CS(=O)CC(=O)Cl,C=CC=C=CCO,C=CC=C=CCOC(=O)CS(C)=O,-676.83165780841,-568.112382952692,-1108.15278585962,-0.702861478095855,-137.494116379578
CS(=O)CC(=O)Cl,OCn1cncn1,CS(=O)CC(=O)OCn1cncn1,-676.773882852371,-593.128335063557,-1132.9047432034,-0.496641667052785,-137.494116379578
CS(=O)CC(=O)Cl,CCCCCO,CCCCCOC(=O)CS(C)=O,-676.831732856387,-568.373982995217,-1108.29275072559,-0.581151253564087,-137.494116379578
CS(=O)CC(=O)Cl,CC=C[C@@H](C)CO,CC=C[C@@H](C)COC(=O)CS(C)=O,-676.773361388876,-625.885509900504,-1165.81528679019,-0.65053188039164,-137.494116379578
CS(=O)CC(=O)Cl,CCC#CCCO,CCC#CCCOC(=O)CS(C)=O,-676.838061391806,-597.054558639528,-1137.1526583233,-0.754154671545365,-137.494116379578
CS(=O)CC(=O)Cl,CS[C@@H](C)CO,CS[C@@H](C)COC(=O)CS(C)=O,-676.83153986471,-570.354484001253,-1110.34144648541,-0.649538999028522,-137.494116379578
CS(=O)CC(=O)Cl,CC=C1CC1CO,CC=C1CC1COC(=O)CS(C)=O,-676.805510177148,-597.095835922704,-1137.07887847904,-0.671648758766168,-137.494116379578
CS(=O)CC(=O)Cl,C=C1CC1CO,C=C1CC1COC(=O)CS(C)=O,-676.746619571927,-510.734714551437,-1050.8590566921,-0.871838948315798,-137.494116379578
CS(=O)CC(=O)Cl,N#CCC=CCO,CS(=O)CC(=O)OCC=CCC#N,-676.746817726668,-576.404484873438,-1116.3841817558,-0.726995535275478,-137.494116379578
CS(=O)CC(=O)Cl,OCCC[C@H]1CO1,CS(=O)CC(=O)OCCC[C@H]1CO1,-676.734178766758,-650.441570622608,-1190.34545831515,-0.66382530535995,-137.494116379578
CS(=O)CC(=O)Cl,C=C1C[C@H]1CO,C=C1C[C@H]1COC(=O)CS(C)=O,-676.774248610554,-510.839600694321,-1050.81727356252,-0.697540637218282,-137.494116379578
CS(=O)CC(=O)Cl,CN(Cl)CCO,CN(Cl)CCOC(=O)CS(C)=O,-676.734038374607,-598.789468789738,-1138.81759244048,-0.78820165571716,-137.494116379578
CS(=O)CC(=O)Cl,C=CC(F)CO,C=CC(F)COC(=O)CS(C)=O,-676.733907325325,-568.225671652723,-1108.24201902877,-0.776556430302406,-137.494116379578
CS(=O)CC(=O)Cl,NN1CC(CO)C1,CS(=O)CC(=O)OCC1CN(N)C1,-676.80552647381,-639.811980217384,-1179.79055302538,-0.66716271375887,-137.494116379578
CS(=O)CC(=O)Cl,CCC=C(C)CO,CCC=C(C)COC(=O)CS(C)=O,-676.805387482093,-625.899353157775,-1165.93483631547,-0.724212055175798,-137.494116379578
CS(=O)CC(=O)Cl,CCC(C)CO,CCC(C)COC(=O)CS(C)=O,-676.746543133393,-568.314069552992,-1108.4584366184,-0.89194031159272,-137.494116379578
CS(=O)CC(=O)Cl,OCn1ccnn1,CS(=O)CC(=O)OCn1ccnn1,-676.773939007774,-592.329451062622,-1132.32830600036,-0.719032309538619,-137.494116379578
CS(=O)CC(=O)Cl,CC(F)CCCO,CC(F)CCCOC(=O)CS(C)=O,-676.773668451745,-683.406704395245,-1223.35508755629,-0.66883108887734,-137.494116379578
CS(=O)CC(=O)Cl,C#C[C@@H](CC)CO,C#C[C@@H](CC)COC(=O)CS(C)=O,-676.734044855926,-596.795505227889,-1136.88140038606,-0.845966681826525,-137.494116379578
CS(=O)CC(=O)Cl,C[C@H]1CC1=CCO,C[C@H]1CC1=CCOC(=O)CS(C)=O,-676.773960776621,-597.07029984739,-1137.06052127281,-0.71037702837279,-137.494116379578
CS(=O)CC(=O)Cl,C=CC(=O)CO,C=CC(=O)COC(=O)CS(C)=O,-676.838037478918,-535.943337938899,-1075.88213953712,-0.594880498883612,-137.494116379578
CS(=O)CC(=O)Cl,CC#CC(C)CO,CC#CC(C)COC(=O)CS(C)=O,-676.831710150026,-597.15132227886,-1137.19188165392,-0.702965604609261,-137.494116379578
CS(=O)CC(=O)Cl,OCC=CB(O)O,CS(=O)CC(=O)OCC=CB(O)O,-676.773947656019,-638.448793374517,-1178.65305741302,-0.924432762064583,-137.494116379578
CS(=O)CC(=O)Cl,C=C(CCO)OC,C=C(CCOC(=O)CS(C)=O)OC,-676.758863128169,-650.137136492524,-1190.20839818567,-0.806514944550685,-137.494116379578
CS(=O)CC(=O)Cl,C[C@H]1C[C@@H](CO)C1,CS(=O)CC(=O)OC[C@H]1C[C@@H](C)C1,-676.773857673392,-626.271340014266,-1166.28921024045,-0.738128932370699,-137.494116379578
CS(=O)CC(=O)Cl,C=C(CO)CCC,C=C(CCC)COC(=O)CS(C)=O,-676.837887805502,-625.693826144924,-1165.69193592018,-0.654338349335347,-137.494116379578
CS(=O)CC(=O)Cl,CC=C=NCCO,CC=C=NCCOC(=O)CS(C)=O,-676.773635732269,-604.601236019637,-1144.61177477051,-0.731019398180791,-137.494116379578
CS(=O)CC(=O)Cl,C[C@H](C=O)CO,C[C@H](C=O)COC(=O)CS(C)=O,-676.837921174297,-564.425777320997,-1104.41998264802,-0.6504005323022,-137.494116379578
CS(=O)CC(=O)Cl,N#CC(Cl)CO,CS(=O)CC(=O)OCC(Cl)C#N,-676.838145212275,-542.765001685216,-1082.83874601165,-0.729715493738212,-137.494116379578
CS(=O)CC(=O)Cl,OCc1cnoc1,CS(=O)CC(=O)OCc1cnoc1,-676.773768131099,-601.590519100776,-1141.60443058618,-0.734259733886887,-137.494116379578
CS(=O)CC(=O)Cl,C#CC[C@@H](C)CO,C#CC[C@@H](C)COC(=O)CS(C)=O,-676.773815671046,-596.879129621304,-1136.86456808086,-0.705739168085842,-137.494116379578
CS(=O)CC(=O)Cl,OCC[C@H]1CCO1,CS(=O)CC(=O)OCC[C@H]1CCO1,-676.831731351978,-650.49912784212,-1190.57808422765,-0.741341413128083,-137.494116379578
CS(=O)CC(=O)Cl,C=NCCO,C=NCCOC(=O)CS(C)=O,-676.831793100383,-460.635441936447,-1000.78057158893,-0.807452931678455,-137.494116379578
CS(=O)CC(=O)Cl,C/C=C(\F)CO,C/C=C(\F)COC(=O)CS(C)=O,-676.772869881594,-568.584987077588,-1108.50028678,-0.636546200399124,-137.494116379578
CS(=O)CC(=O)Cl,CC=CC(=O)CO,CC=CC(=O)COC(=O)CS(C)=O,-676.746599621237,-622.307880947315,-1162.18527150917,-0.624907320192591,-137.494116379578
CS(=O)CC(=O)Cl,OCC=C1CC1,CS(=O)CC(=O)OCC=C1CC1,-676.805510992537,-510.876055941754,-1050.85745230788,-0.670001753167611,-137.494116379578
CS(=O)CC(=O)Cl,OCc1nc[nH]n1,CS(=O)CC(=O)OCc1nc[nH]n1,-676.773722533393,-592.950937793985,-1132.82591967156,-0.595375723760043,-137.494116379578
